delta_distance,delta_gradient
129.3770467429923,-0.01114513788419035
180.1071195904841,0.003113257226819155
184.34674861580606,0.0034763889146153804
261.75241616639465,-0.013465742850778905
207.67033941169245,0.004937392357384436
189.68375632517677,0.02267954293157877
98.63483743126585,0.07066005943241689
66.89116230490527,0.14670750931094143
64.68401356485879,0.1380902353775095
70.33095727063505,0.12472550553015928
75.16045341761469,0.13493682373958532
78.56945275182716,0.12174093187606574
74.10687019806119,0.10485776470609484
94.91291564587914,0.0890449698985052
105.47543786994174,0.06569780184474026
72.34799973540225,0.10021009613049046
68.52178491321956,0.15607606527682116
79.96039626385345,0.10068842609825275
79.4328813301654,0.07866472385695841
83.57982464698307,0.06469718227860916
104.0183610998024,0.0831767223612127
79.80263292700647,0.09034638669037427
79.91258304006806,0.09423189498902429
73.73337267282068,0.09343726886382005
73.21752955158718,0.10066055599623265
95.61690127786142,0.07247133011066398
91.59333397446926,0.06603427259258052
77.73067108792111,0.09481659852128327
100.1860916188557,0.06972571542074818
169.40526102135482,0.01248422007232376
205.7112972069649,-0.009413080206537621
281.85402467424774,-0.015981562744069585
202.90075289803053,-0.0010660206623711922
154.88930610695934,0.008017081614890752
144.74968345987236,0.013005682442052273
160.98685531717,0.014181785497343415
271.95292128138954,-0.010604618205280837
264.4168678554106,-0.02726695160742334
234.88148180803546,-0.009413199725157811
213.36960497182827,-0.005857463625922923
231.9177004418434,-0.02445586889599644
323.91976990931926,-0.03357301840167922
317.1602295965804,-0.02708949479078276
235.89588434313464,-0.008659734804989504
192.3317662118443,0.005622684678145463
188.39873488510784,-0.0019135168302475338
195.3676394658869,0.006765746126706045
163.0945403101059,0.019893598791417853
161.57423626607488,0.01041181758847804
177.78766945382813,0.014869339691111403
197.88806821875733,0.0023073236002045176
202.38755233704615,-0.008786949293395296
161.17544405147328,0.016401973527818164
139.17070503230025,0.020722698305394544
156.52854851878146,0.023797809474691657
192.82521279178945,0.0071045381730202
260.5445114397826,-0.026143817015323735
301.41861212443655,-0.019819261944266215
268.0186896725936,-0.025555778436075285
244.26131154846007,-0.00787110917325385
190.71143044160635,0.002310577114577588
185.43326447724394,-0.003672369105868932
211.56191191065955,-0.0011359602625520004
199.3148287246513,0.005426182070447691
82.27177096642663,0.001460672641275625
111.89672546336442,-0.002148565554572098
195.6804580065109,-0.003684309140240936
193.80052510896348,0.007440411212452503
167.1867163029201,0.020364252816381944
166.70212767744488,0.02210601429033359
147.0852836380891,0.03049974526596092
153.49646224484786,0.015396655285103028
150.96064923745507,0.03263583771589639
170.9624669138757,0.0021083171441462173
195.84475235382706,-0.0006134843980039393
182.00446490654576,-0.005281758887034392
188.92344958734793,-0.008268445518075925
178.49426545848291,-0.008078441883251325
176.66506914140336,-0.0013601749410215678
170.98497103022237,0.012228058217060694
159.0561465495739,0.029161666151357013
165.8737442892434,0.010866272312856282
201.61993276207068,0.0029801645440930913
205.99049018711048,0.008750208436140943
169.05343474619985,0.0018957039657183322
163.73482784565385,0.0039138187138616784
185.9598593916453,0.005169415072397786
199.22983791836305,-5.706315826457714e-16
173.23530311257855,0.013873507921408828
166.796008585452,0.010374248788534868
180.86878121572227,-0.002259129310506945
163.76120153589727,0.0014677252471633115
182.3172656665938,0.0052725295735724115
175.32316049889778,0.0038837901662795707
181.25701529857724,0.0019448780658375168
198.5023405773918,0.00387410326126702
184.3685067525148,0.005214034202112547
182.6834034087242,0.009208893602863802
179.0431829232166,0.00604085258841642
162.21507212968572,0.0044447677736353264
184.6074002135283,-0.0013021524311703963
199.7963775220196,-1.5265542027395822e-07
206.30842902856602,-0.002213122057832915
188.2161866722672,-0.007150681425415794
189.36419453340568,0.003807521674182382
259.6068111987006,-0.0200579238180357
311.23076028425567,-0.03075894651155326
218.03759506934875,-0.022044868447898183
227.15237951830568,0.0005290643455064041
190.20562444810275,-0.0008422302642112715
195.54585836742626,-0.009012773174439399
224.4214218348534,-0.005354208569644654
237.38398672794574,-0.010630449782158468
237.1191927480977,-0.009121971000878831
294.87558531708055,-0.04034362228708124
